grdc_no	wmo_reg	sub_reg	river	station	country	lat	long	area	altitude	d_start	d_end	d_yrs	d_miss	m_start	m_end	m_yrs	m_miss	t_start	t_end	t_yrs	lta_discharge	r_volume_yr	r_height_yr
1160255	1	1609	MOSSELBANKRIVIER	KLIPPHEUWEL (27711313)	ZA	-33.705	18.699722	473	59	1966	1986	21	4					1966	1986	21	0.491	0.015484176	32.73610148
1160256	1	1609	DIEPRIVIER	ADDERLEY	ZA	-33.72277778	18.61666667	1311	-999	1998	2020	23	3					1998	2020	23	1.425	0.0449388	34.27826087
1160257	1	1609	SILWERSTROOMRIVIER	BUFFELS RIVER (27711318)	ZA	-33.581944	18.361944	23	14	1974	1993	20	6					1974	1993	20	0.022	0.000693792	30.16486957
1160260	1	1609	BERGRIVIER	FARM 187 (27711407)	ZA	-33.808611	18.984167	726	140	1951	1977	27	11					1951	1977	27	16.011	0.504922896	695.4860826
1160263	1	1609	BERGRIVIER	DALJOSAFAT	ZA	-33.70777778	18.99111111	628	-999	1966	2020	55	0					1966	2020	55	10.046	0.316810656	504.4755669
1160265	1	1609	KLEIN-BERGRIVIER	NIEUWKLOOF (27711408)	ZA	-33.313889	19.074444	395	93	1954	2020	67	3					1954	2020	67	2.149	0.067770864	171.5718076
1160266	1	1609	BERGRIVIER	DRIEHEUVELS	ZA	-33.13083333	18.86277778	2936	-999	1964	2020	57	1					1964	2020	57	16.576	0.522740736	178.0452098
1160270	1	1609	WATERVALRIVIER	WATERVALSBERGE (27711412)	ZA	-33.352222	19.100278	35	277	1964	1996	33	2					1964	1996	33	0.435	0.01371816	391.9474286
1160271	1	1609	WATERVALRIVIER	WATERVALSBERGE (27711411)	ZA	-33.379444	19.149444	27	181	1964	2020	57	1					1964	2020	57	0.429	0.013528944	501.072
1160275	1	1609	KNOLVLEISPRUIT	KNOLVLEI BOS RES. (27711410)	ZA	-33.388056	19.159167	10	176	1964	2020	57	1					1964	2020	57	0.017	0.000536112	53.6112
1160276	1	1609	BRAKKLOOFSPRUIT	KNOLVLEI BOS RES. (27711409)	ZA	-33.390556	19.171389	5	194	1964	2020	57	3					1964	2020	57	0.013	0.000409968	81.9936
1160280	1	1609	ZACHARIASHOEKSPRUIT	ZACHARIASHOEK (27711414)	ZA	-33.8275	19.034722	3	321	1964	2019	56	31					1964	2019	56	0.036	0.001135296	378.432
1160281	1	1609	ZACHARIASHOEKSPRUIT	ZACHARIASHOEK (27711417)	ZA	-33.826389	19.027778	2	440	1964	1988	25	0					1964	1988	25	0.021	0.000662256	331.128
1160285	1	1609	KASTEELKLOOFSPRUIT	LOWER ZACHARIASHOEK (27711416)	ZA	-33.821944	19.058889	3	280	1964	2019	56	38					1964	2019	56	0.088	0.002775168	925.056
1160286	1	1609	KASTEELKLOOFSPRUIT	UPPER ZACHARIASHOEK (27711415)	ZA	-33.815278	19.061111	2	358	1964	1988	25	0					1964	1988	25	0.049	0.001545264	772.632
1160287	1	1609	BAKKERSKLOOFSPRUIT	ZACHARIASHOEK (27711418)	ZA	-33.8225	19.046389	4	288	1964	2019	56	30					1964	2019	56	0.07	0.00220752	551.88
1160290	1	1609	BANGHOEKRIVIER	JONKERSHOEK (27711419)	ZA	-33.9125	18.943889	30	259	1968	2019	52	7					1968	2019	52	0.49	0.01545264	515.088
1160295	1	1609	FRANSCHHOEKRIVIER	LE MOUILLAGE (27711403)	ZA	-33.890556	19.078889	46	199	1949	2019	71	7					1949	2019	71	0.717	0.022611312	491.5502609
1160300	1	1600	BREE	CERES TOEKEN GEB.	ZA	-33.380556	19.301389	657	441	1923	2020	98	3	1923	2001	79	3	1923	2020	98	3.275	0.1032804	157.2
1160301	1	1600	BREE	CERES TOEKEN GEB.	ZA	-33.421667	19.266944	753	294	1950	2019	70	4	1950	2001	52	5	1950	2019	70	7.385	0.23289336	309.2873307
1160302	1	1600	BREE	OUDE PONT (27694301)	ZA	-34.070278	20.39	9854	77	1912	1940	29	1					1912	1940	29	39.789	1.254785904	127.3377211
1160303	1	1600	BREE	WOLVENDRIFT	ZA	-33.89777778	20.01166667	6713	-999	1970	2019	50	2					1970	2019	50	25.741	0.811768176	120.924799
1160304	1	1600	BREE	LE CHASSEUR	ZA	-33.81805556	19.69333333	4355	-999	1980	2019	40	1					1980	2019	40	29.811	0.940119696	215.8713424
1160305	1	1600	BREE	SWELLEN DAM	ZA	-34.0675	20.40555556	9842	-999	1966	2019	54	1					1966	2019	54	34.692	1.094046912	111.1610356
1160310	1	1600	KOEKEDOURIVIER	CERES (27694913)	ZA	-33.359444	19.298056	52	455	1965	2020	56	2					1965	2020	56	0.552	0.017407872	334.7667692
1160315	1	1600	ROOIELSKLOOFRIVIER	ROODE ELS BERG (27694805)	ZA	-33.461667	19.617222	16	482	1969	2019	51	1					1969	2019	51	0.228	0.007190208	449.388
1160317	1	1600	WITRIVIER	DROSTERSKLOOF (27694907)	ZA	-33.568333	19.144722	85	273	1950	2019	70	3					1950	2019	70	3.969	0.125166384	1472.545694
1160318	1	1600	HOLSLOOT	D/S DASHBOCH RIVER (27694912)	ZA	-33.756667	19.329722	152	296	1963	1986	24	2					1963	1986	24	1.3	0.0409968	269.7157895
1160320	1	1606	DORINGRIVIER	ELANDS DRIFT - ASPOORT (27712202)	ZA	-32.502778	19.535	6895	389	1923	2019	97	4	1923	2001	79	3	1923	2019	97	8.098	0.255378528	37.03822016
1160324	1	1600	WILLEM NELSRIVIER	LANGEVALLEY (27694705)	ZA	-33.763889	19.850833	24	558	1950	1981	32	0					1950	1981	32	0.185	0.00583416	243.09
1160325	1	1600	HOEKSRIVIER	HOEKSBERG (27694709)	ZA	-34.010278	19.837778	18	336	1967	1992	26	10					1967	1992	26	0.041	0.001292976	71.832
1160327	1	1600	WATERKLOOFSPRUIT	POESJENELS RIVER (27694712)	ZA	-33.954167	19.587222	15	370	1969	1992	24	3					1969	1992	24	0.022	0.000693792	46.2528
1160328	1	1600	WATERKLOOF	WAGGENSBOOMS KLOOF (27694410)	ZA	-33.983333	19.329167	15	405	1969	2019	51	3					1969	2019	51	0.062	0.001955232	130.3488
1160330	1	1609	KRUISRIVIER	TWEEKUILEN (27711501)	ZA	-32.601667	18.749444	660	51	1970	2009	40	3					1970	2009	40	0.345	0.01087992	16.48472727
1160331	1	1600	ELANDSRIVIER	TWIST NIET (27694406)	ZA	-33.964722	19.291389	56	389	1964	1982	19	1					1964	1982	19	0.876	0.027625536	493.3131429
1160332	1	1600	DUTOITSRIVIER	PURGATORY UITSPAN (27694407)	ZA	-33.938611	19.170556	46	389	1964	1992	29	1					1964	1992	29	1.189	0.037496304	815.1370435
1160340	1	1600	HEXRIVIER	NEW GLEN HEATLIE (27694801)	ZA	-33.562222	19.51	699	302	1927	1989	63	2					1927	1989	63	1.569	0.049479984	70.78681545
1160341	1	1600	KOGMANSKLOOFRIVIER	GOLD MINE	ZA	-33.87166667	20.00222222	1201	-999	1985	2019	35	2					1985	2019	35	0.578	0.018227808	15.17719234
1160343	1	1600	KINGNARIVIER	MONTAGUE (27694601)	ZA	-33.791111	20.123889	593	214	1925	1948	24	6					1925	1948	24	0.334	0.010533024	17.76226644
1160345	1	1600	KEISIERIVIER	KEISIESDOORNS (27694605)	ZA	-33.708889	20.058333	76	324	1965	2019	55	2					1965	2019	55	0.029	0.000914544	12.03347368
1160346	1	1600	KEISIERIVIER	HARMONIE (27694604)	ZA	-33.696389	19.928056	14	544	1965	1992	28	4					1965	1992	28	0.016	0.000504576	36.04114286
1160347	1	1600	KOORIVIER	DWARS IN DIE WEG (27694708)	ZA	-33.596389	19.761944	106	703	1965	1992	28	12					1965	1992	28	0.017	0.000536112	5.057660377
1160348	1	1600	KOORIVIER	DIE KOO (27694707)	ZA	-33.638611	19.813611	48	829	1965	1992	28	1					1965	1992	28	0.008	0.000252288	5.256
1160350	1	1605	TOUWSRIVIER	ZANDFONTEIN	ZA	-33.571944	20.701944	2900	459	1969	2001	33	4	1969	1980	12	0	1969	2001	33	0.489	0.015421104	5.317622069
1160351	1	1600	TOUWSRIVIER	FARM 162 (27692705)	ZA	-33.945278	22.614167	79	136	1969	2020	52	0					1969	2020	52	0.427	0.013465872	170.4540759
1160352	1	1605	TOUWS	OKKERSKRAAL	ZA	-33.69388889	21.14305556	5837	-999	1982	2020	39	1					1982	2020	39	0.487	0.015358032	2.631151619
1160353	1	1605	GROOTRIVIER	BUFFELSFONTEIN	ZA	-33.74916667	21.44444444	12493	-999	1982	2020	39	1					1982	2020	39	1.39	0.04383504	3.50876811
1160360	1	1605	BOKRIVIER	LOT B (27693215)	ZA	-33.354167	19.719167	9	1036	1974	2019	46	1					1974	2019	46	0.1	0.0031536	350.4
1160361	1	1605	SMALBLAARRIVIER	VERLORENVALLEY (27693216)	ZA	-33.288056	19.727222	30	889	1974	2017	44	2					1974	2017	44	0.06	0.00189216	63.072
1160365	1	1605	HUISRIVIER	ZOAR (27693405)	ZA	-33.489444	21.489167	268	471	1955	2020	66	2					1955	2020	66	0.214	0.006748704	25.18173134
1160367	1	1605	BOPLAASRIVIER	OPZOEK (27693406)	ZA	-33.489444	21.489444	25	470	1955	2019	65	10					1955	2019	65	0.027	0.000851472	34.05888
1160368	1	1605	JOUBERTRIVIER	OPZOEK (27693407)	ZA	-33.491944	21.514167	25	469	1955	2020	66	2					1955	2020	66	0.032	0.001009152	40.36608
1160370	1	1605	WEYERSRIVIER	WEYERS RIVER (27693103)	ZA	-34.030833	21.586389	95	119	1965	2020	56	5					1965	2020	56	0.565	0.01781784	187.5562105
1160373	1	1605	GOURITZ	ZEEKOEDRIFT	ZA	-33.98027778	21.65333333	43451	-999	1964	2020	57	28					1964	2020	57	2.664	0.084011904	1.933486088
1160375	1	1605	LANGTOURIVIER	LANGFONTEIN (27693104)	ZA	-33.9875	21.759722	101	102	1967	1996	30	3					1967	1996	30	0.238	0.007505568	74.31255446
1160376	1	1605	GAMKARIVIER	HUIS RIVER	ZA	-33.50222222	21.62277778	7805	-999	1982	2020	39	1					1982	2020	39	1.399	0.044118864	5.652641127
1160378	1	1605	GAMKARIVIER	SPEK BOOM BERG	ZA	-33.31	21.634167	17076	-999	1964	2016	53	6					1964	2016	53	1.373	0.043298928	2.535659874
1160380	1	1605	OLIFANTSRIVIER	PARDEKLOOF (27693304)	ZA	-33.476944	23.029444	4230	571	1923	1993	71	1					1923	1993	71	0.385	0.01214136	2.870297872
1160385	1	1605	WILGERIVIER	WILGEHOUTE RIVER (27693316)	ZA	-33.545278	22.973889	33	652	1967	2020	54	7					1967	2020	54	0.037	0.001166832	35.35854545
1160390	1	1605	GROOTRIVIER	DE RUST (27693312)	ZA	-33.475556	22.547778	692	480	1964	1994	31	4					1964	1994	31	0.396	0.012488256	18.04661272
1160391	1	1605	OLIFANTSRIVIER	WARM WATER	ZA	-33.66	21.77305556	10927	-999	1969	1990	22	21					1969	1990	22	0.616	0.019426176	1.777814222
1160393	1	1605	KANDELAARSRIVIER	PAARDENDRIFT (27693317)	ZA	-33.679167	22.14	351	278	1969	2020	52	3					1969	2020	52	0.197	0.006212592	17.69969231
1160395	1	1605	PERDEPOORTRIVIER	GROENEFONTEIN (27693313)	ZA	-33.368056	22.179167	29	698	1966	2020	55	2					1966	2020	55	0.232	0.007316352	252.288
1160396	1	1605	WYNANADSRIVIER	KOETZERS KRAAL (27693318)	ZA	-33.4675	22.000556	137	460	1969	2020	52	3					1969	2020	52	0.22	0.00693792	50.64175182
1160398	1	1605	MEULRIVIER	VOGELFONTEIN (27693320)	ZA	-33.460833	21.960278	35	583	1975	2020	46	1					1975	2020	46	0.053	0.001671408	47.75451429
1160400	1	1600	MAALGATERIVIER	KNOETZE KAMA (27692703)	ZA	-34.006667	22.350278	145	117	1961	2020	60	2	1961	2001	41	1	1961	2020	60	0.788	0.024850368	171.3818483
1160403	1	1600	GROOT-BRAKRIVIER	WOLVEDANS	ZA	-34.02861111	22.22194444	131	-999	1961	2020	60	1					1961	2020	60	0.526	0.016587936	126.6254656
1160405	1	1600	MALGASRIVIER	BLANCO (27692704)	ZA	-33.950833	22.422222	34	200	1961	2020	60	0					1961	2020	60	0.532	0.016777152	493.4456471
1160410	1	1600	BENEKERIVIER	PINE GROVE FOREST (27692902)	ZA	-33.935278	22.130556	4	401	1958	2020	63	9					1958	2020	63	0.046	0.001450656	362.664
1160415	1	1600	HARTENBOSRIVIER	HARTENBOSCH (27692901)	ZA	-34.103056	22.071389	144	11	1937	1977	41	18					1937	1977	41	0.113	0.003563568	24.747
1160417	1	1600	BRANDWAGRIVIER	BRANDWACHT	ZA	-34.03166667	22.05277778	215	-999	1969	2020	52	1					1969	2020	52	0.321	0.010123056	47.0839814
1160419	1	1600	MOORDKUILRIVIER	BANFF	ZA	-34.03944444	22.13222222	198	-999	1978	2019	42	4					1978	2019	42	0.541	0.017060976	86.16654545
1160420	1	1600	KAAIMANSRIVIER	UPPER BARBIERSKRAAL (27692701)	ZA	-33.970833	22.547222	47	75	1961	2020	60	7					1961	2020	60	0.403	0.012709008	270.4044255
1160425	1	1600	DIEPRIVIER	WOODVILLE FOREST RES. (27692603)	ZA	-33.9125	22.707778	72	218	1961	2020	60	2					1961	2020	60	0.292	0.009208512	127.896
1160427	1	1600	KARATARARIVIER	KARATARA FOREST RES. (27692602)	ZA	-33.880556	22.837778	23	256	1962	2020	59	2					1962	2020	59	0.306	0.009650016	419.565913
1160430	1	1600	KNYSNARIVIER	MILWOOD FOREST RES. (27692502)	ZA	-33.890833	23.029167	135	194	1961	2020	60	2					1961	2020	60	0.829	0.026143344	193.6544
1160435	1	1600	GOUNARIVIER	GOUNA COMMONAGE CON. (27692501)	ZA	-33.991111	23.041944	94	61	1959	1992	34	6					1959	1992	34	0.269	0.008483184	90.2466383
1160440	1	1600	KEURBOOMSRIVIER	NEWLANDS (27692402)	ZA	-33.938333	23.367222	764	15	1961	1981	21	9					1961	1981	21	n.a.	n.a.	n.a.
1160441	1	1600	KEURBOOMSRIVIER	MKAMA (27692401)	ZA	-33.803333	23.135278	162	320	1961	2020	60	0					1961	2020	60	0.3	0.0094608	58.4
1160443	1	1600	KEURBOOMSRIVIER	NEWLANDS	ZA	-33.94583333	23.3675	761	-999	1997	2018	22	0					1997	2018	22	2.763	0.087133968	114.4993009
1160450	1	1600	JORDAANSRIVIER	WELGELEGEN (27691302)	ZA	-33.737778	23.304167	53	780	1970	2020	51	2	1970	2001	32	1	1970	2020	51	0.33	0.01040688	196.3562264
1160453	1	1600	KOUGARIVIER	STUURMANSKRAAL	ZA	-33.79194444	24.03277778	1627	-999	1990	2020	31	2					1990	2020	31	2.568	0.080984448	49.77532145
1160455	1	1600	BLOUKRANSRIVIER	LOTTERINGS FOR. RES. (27692301)	ZA	-33.955556	23.638333	56	36	1961	2020	60	2					1961	2020	60	0.82	0.02585952	461.7771429
1160456	1	1600	KRUISRIVIER	FARM 508	ZA	-33.98194444	24.02097222	25.6	-999	1961	2020	60	1					1961	2020	60	0.569	0.017943984	700.936875
1160457	1	1600	WABOOMSRIVIER	DIEPKLOOF (27691301)	ZA	-33.865556	23.835556	21	578	1965	2020	56	3					1965	2020	56	0.358	0.011289888	537.6137143
1160458	1	1600	GROOTRIVIER	ROOIWAL	ZA	-34.03197222	24.19552778	-999	-999	1998	2020	23	0					1998	2020	23	0.919	0.028981584	n.a.
1160459	1	1600	TSITSIKAMMARIVIER	GEELHOUTBOOM	ZA	-34.09663889	24.43911111	134	-999	1995	2020	26	0					1995	2020	26	0.42	0.01324512	98.8441791
1160460	1	1600	GROOTRIVIER	GROOTRIVIERSPOORT (27691206)	ZA	-33.730833	24.617778	29571	133	1964	2020	57	1					1964	2020	57	2.238	0.070577568	2.386715634
1160470	1	1600	HEUNINGKLIPRIVIER	CAMPHERSPOORT (27691501)	ZA	-33.203611	24.234167	1296	500	1926	2020	95	26					1926	2020	95	0.662	0.020876832	16.10866667
1160480	1	1600	SOUTRIVIER	KAMFERSKRAAL (27691901)	ZA	-32.237778	23.050556	3943	944	1917	1977	61	25					1917	1977	61	0.603	0.019016208	4.822776566
1160481	1	1600	SOUTRIVIER	KLIPKRAAL (27691902)	ZA	-32.068889	23.0075	3672	1003	1973	1988	16	1					1973	1988	16	2.691	0.084863376	23.11094118
1160485	1	1600	SWARTKOPSRIVIER	UITENHAGE	ZA	-33.77191667	25.38638889	912	-999	1994	2020	27	1					1994	2020	27	1.552	0.048943872	53.66652632
1160487	1	1600	ELANDSRIVIER	WINTCANTON (27683204)	ZA	-33.797222	25.308889	394	83	1965	2020	56	10					1965	2020	56	0.841	0.026521776	67.31415228
1160490	1	1600	VOELRIVIER	RIET VLEY (27682302)	ZA	-33.000278	25.164167	1742	312	1978	1992	15	3					1978	1992	15	0.464	0.014632704	8.399944891
1160493	1	1600	SONDAGSRIVIER	DE DRAAY	ZA	-33.09930556	25.0115	13422	-999	1978	2020	43	1					1978	2020	43	0.626	0.019741536	1.470834153
1160495	1	1600	VOLKERSRIVIER	VOLKERS RIVER (27682209)	ZA	-33.1075	25.228333	542	264	1978	1989	12	9					1978	1989	12	2.168	0.068370048	126.144
1160500	1	1600	BOESMANSRIVIER	DONKER HOEK ALICEDALE	ZA	-33.329167	26.0775	1479	276	1957	2020	64	3	1958	2001	44	4	1957	2020	64	0.309	0.009744624	6.588657201
1160505	1	1600	KARIEGARIVIER	SMITHFIELD	ZA	-33.55230556	26.60180556	588	-999	1969	2020	52	5					1969	2020	52	0.346	0.010911456	18.55689796
1160510	1	1603	GREAT FISH RIVER	BRANDT LEGTE PIGGOT'S BRIDGE	ZA	-33.098056	26.444722	23067	300	1935	2020	86	1	1935	2001	67	8	1935	2020	86	6.302	0.198739872	8.615765899
1160511	1	1603	GREAT FISH RIVER	KATKOP (27673901)	ZA	-31.903056	25.481667	9545	975	1918	1993	76	1					1918	1993	76	8.798	0.277453728	29.06796522
1160512	1	1603	GREAT FISH RIVER	ZOUTPANSDRIFT (27673802)	ZA	-31.904167	25.430556	1717	980	1975	2020	46	1					1975	2020	46	0.312	0.009839232	5.730478742
1160520	1	1603	TEEBUSRIVIER	JAN BLAAUWS KOP (27673912)	ZA	-31.57	25.543889	1565	1120	1977	2020	44	0					1977	2020	44	17.517	0.552416112	352.9815412
1160523	1	1603	KLEIN-BRAKRIVIER	ZEEVEN FONTEIN	ZA	-31.7775	25.3175	2445	-999	1982	2020	39	0					1982	2020	39	0.038	0.001198368	0.490130061
1160525	1	1603	PAULSRIVIER	COUTZENBURG (27673704)	ZA	-32.385556	25.520556	878	1337	1975	2020	46	2					1975	2020	46	0.329	0.010375344	11.8170205
1160527	1	1603	KLEIN-VISRIVIER	DOORN KRAAL	ZA	-32.785	25.61483333	1512	-999	1980	2020	41	0					1980	2020	41	0.652	0.020561472	13.59885714
1160528	1	1603	GREAT FISH RIVER	RIETFONTYN	ZA	-32.08583333	25.57583333	10830	-999	1977	2020	44	1					1977	2020	44	15.167	0.478306512	44.16495956
1160529	1	1603	TARKARIVIER	BRIDGE FARM	ZA	-32.31419444	25.74111111	4742	-999	1980	2020	41	0					1980	2020	41	0.539	0.016997904	3.584543231
1160530	1	1603	BAVIAANSRIVIER	BOTMANSGAT (27673403)	ZA	-32.605833	25.884444	806	630	1980	2020	41	2					1980	2020	41	0.235	0.00741096	9.194739454
1160533	1	1603	GREAT FISH RIVER	SOUT VLEIJ	ZA	-33.02763889	25.89330556	19130	-999	1975	2020	46	3					1975	2020	46	6.147	0.193851792	10.13339216
1160535	1	1603	VLEKPOORTRIVIER	ROBERTS KRAAL (27673603)	ZA	-31.968333	26.001111	1308	1111	1964	1992	29	2					1964	1992	29	0.42	0.01324512	10.12623853
1160537	1	1603	KATRIVIER	FORT BEAUFORT	ZA	-32.76144444	26.62886111	1023	-999	1991	2020	30	1					1991	2020	30	0.926	0.029202336	28.54578299
1160540	1	1603	KAPRIVIER	KAP RIVER MOUNTAINS (27673113)	ZA	-33.355278	26.861389	47	267	1963	1993	31	0					1963	1993	31	0.036	0.001135296	24.15523404
1160545	1	1600	KOWIE RIVER	BATHURST (27681101)	ZA	-33.506667	26.744167	575	39	1969	2020	52	1					1969	2020	52	0.834	0.026301024	45.7409113
1160550	1	1602	OSKRAALRIVIER	WHITTLESEA	ZA	-32.180833	26.820556	462	1055	1964	1997	34	1	1964	1997	34	1	1964	1997	34	0.401	0.012645936	27.37215584
1160580	1	1603	GREAT FISH RIVER	MATOLEMA'S LOCATION OUTSPAN	ZA	-33.237778	26.994722	29745	38	1969	2020	52	9	1969	2001	33	12	1969	2020	52	10.169	0.320689584	10.7812938
1160600	1	1600	KEISKAMMARIVIER	FARM 7	ZA	-33.185278	27.390556	2530	7	1969	2020	52	3	1969	2001	33	0	1969	2020	52	3.227	0.101766672	40.22398103
1160601	1	1600	KEISKAMMARIVIER	KAMAS LOC. (27672413)	ZA	-33.011667	26.954167	1429	283	1950	1986	37	20					1950	1986	37	3.936	0.124125696	86.86192862
1160602	1	1600	KEISKAMMARIVIER	ZANYOKWE (27672405)	ZA	-32.751667	27.090278	482	521	1948	1995	48	16					1948	1995	48	1.331	0.041974416	87.08385062
1160605	1	1600	RABULA	ZANYOKWE LOC. 3 (27672406)	ZA	-32.751667	27.097778	100	526	1948	1977	30	12					1948	1977	30	0.244	0.007694784	76.94784
1160607	1	1600	MTWAKU	MTWAKU LOC. 13 (27672407)	ZA	-32.6375	27.1925	33	691	1948	1977	30	1					1948	1977	30	0.061	0.001923696	58.29381818
1160610	1	1600	MGQAKWEBE	MSENGE RIDGE (27672206)	ZA	-32.858333	27.370556	121	397	1948	2020	73	9					1948	2020	73	0.324	0.010217664	84.44350413
1160611	1	1600	MGQAKWEBE	SHESHEGU (27672209)	ZA	-32.915278	27.386111	103	372	1947	2020	74	14					1947	2020	74	0.118	0.003721248	36.12862136
1160612	1	1600	MGQAKWEBE	JEFTAS LOC 29 (27672212)	ZA	-32.786944	27.262778	15	551	1959	1997	39	1					1959	1997	39	0.134	0.004225824	281.7216
1160615	1	1600	CWENGCWE	BRAUNSCHWEIG (27672208)	ZA	-32.767778	27.372778	62	454	1947	2020	74	2					1947	2020	74	0.193	0.006086448	98.16851613
1160617	1	1600	BUFFALO RIVER	MHLABATI	ZA	-32.99163889	27.64002778	1011	-999	1994	2020	27	1					1994	2020	27	1.816	0.057269376	56.64626706
1160620	1	1600	TYUME	GOUMAHASHE LOC. (27672401)	ZA	-32.759444	26.854722	238	521	1928	1980	53	8					1928	1980	53	0.696	0.021949056	92.22292437
1160621	1	1600	TYUME	KWA KHAYALETU (27672414)	ZA	-32.64	26.935833	71	702	1953	2020	68	1					1953	2020	68	0.577	0.018196272	256.2855211
1160625	1	1603	BLINKWATERRIVIER	BLINKWATER (27673117)	ZA	-32.701944	26.575833	228	477	1965	2020	56	0					1965	2020	56	0.122	0.003847392	16.87452632
1160630	1	1603	KOONAPRIVIER	ADELAIDE (27673102)	ZA	-32.713333	26.295833	1245	572	1933	2020	88	4					1933	2020	88	1.194	0.037653984	30.24416386
1160631	1	1603	KOONAPRIVIER	SCHURFTEKOP (27673116)	ZA	-32.499167	26.365	496	852	1981	1993	13	0					1981	1993	13	0.452	0.014254272	28.73845161
1160635	1	1603	BALFOURRIVIER	GREY KIRK (27673119)	ZA	-32.553611	26.670833	77	604	1972	2020	49	1					1972	2020	49	0.325	0.0102492	133.1064935
1160640	1	1600	BUFFELSRIVIER	KING WILLIAMS TOWN (27672205)	ZA	-32.875278	27.382778	407	521	1947	2020	74	19					1947	2020	74	1.122	0.035383392	86.93708108
1160641	1	1600	BUFFELSRIVIER	PIRIE MAIN FOR. RES. (27672201)	ZA	-32.731667	27.293333	29	535	1946	2020	75	0					1946	2020	75	0.274	0.008640864	297.9608276
1160650	1	1600	MTAMVUNA	GUNDRIFT (27663201)	ZA	-30.734167	29.828611	728	617	1951	2020	70	3	1951	2001	51	0	1951	2020	70	5.023	0.158405328	217.5897363
1160660	1	1600	GQUNUBE	OUTSPAN (27672101)	ZA	-32.801667	27.855278	509	197	1972	2020	49	0					1972	2020	49	0.562	0.017723232	34.81970923
1160670	1	1602	KUBUSI	HAMMERHEAD (27711202)	ZA	-32.575556	27.6225	490	656	1947	1995	49	3					1947	1995	49	1.112	0.035068032	71.56741224
1160671	1	1602	KUBUSI	STUTTERHEIM (27711201)	ZA	-32.579167	27.365833	91	796	1947	2020	74	5					1947	2020	74	0.525	0.0165564	181.9384615
1160675	1	1602	TOISE RIVER	FORKROAD (27711203)	ZA	-32.516111	27.523611	216	756	1964	2020	57	4					1964	2020	57	0.483	0.015231888	70.518
1160680	1	1600	MZIMKULU	FP 1609030 THE BANKS (27663104)	ZA	-29.776944	29.470556	545	1476	1949	2019	71	2	1949	2001	53	1	1949	2019	71	7.529	0.237434544	435.6597138
1160682	1	1600	MZIMKULU	BEZWENI	ZA	-30.24733333	29.92908333	3586	-999	1956	2018	63	38					1956	2018	63	23.385	0.73746936	205.6523592
1160684	1	1602	GREAT KEI	AREA 8 SPRINGS B	ZA	-32.51639	28.01806	484	-999	1990	2020	31	1					1990	2020	31	19.196	0.605365056	1250.754248
1160685	1	1600	PHOLELA	COXHILL (27663103)	ZA	-29.747222	29.538889	143	1498	1949	2010	62	7					1949	2010	62	2.084	0.065721024	459.5875804
1160687	1	1600	NKONZO	DRONKVLEI (27663105)	ZA	-29.988056	29.851667	97	997	1949	2020	72	23					1949	2020	72	0.707	0.022295952	229.8551753
1160688	1	1600	IBISI	NOOITGEDACHT (27663102)	ZA	-30.403611	29.894444	873	600	1934	2020	87	28					1934	2020	87	4.614	0.145507104	166.6748041
1160690	1	1602	SWART-KEIRIVIER	CATHCARTS GIFT (27711504)	ZA	-32.050278	26.789722	1414	1034	1964	2020	57	5					1964	2020	57	0.633	0.019962288	14.11760113
1160693	1	1602	SWART-KEIRIVIER	HOTFIRE	ZA	-32.17377778	27.37230556	-999	-999	2003	2020	18	0					2003	2020	18	3.305	0.10422648	n.a.
1160695	1	1602	TSOMO	WYK MADUMA	ZA	-32.04430556	27.82238889	2359	-999	1964	2020	57	12					1964	2020	57	4.77	0.15042672	63.76715557
1160700	1	1600	MKOMAZI	LOT93.1821 CAMDEN (27662505)	ZA	-29.743611	29.904722	1744	921	1960	2020	61	3	1960	2001	42	1	1960	2020	61	18.976	0.598427136	343.1348257
1160701	1	1600	MKOMAZI	DELOS ESTATE (27662506)	ZA	-30.168889	30.696944	4358	30	1962	2007	46	9					1962	2007	46	29.951	0.944534736	216.7358274
1160703	1	1600	MKOMAZI	SHOZI	ZA	-30.13561111	30.67372222	4328	-999	2004	2020	17	10					2004	2020	17	24.749	0.780484464	180.3337486
1160704	1	1600	MLAZI	UMLAAS	ZA	-29.80394558	30.51587147	417	-999	1981	2020	40	1					1981	2020	40	0.966	0.030463776	73.05461871
1160705	1	1600	LOVU	BEAULIEU ESTATE (27661907)	ZA	-29.862222	30.244167	115	869	1964	2020	57	6					1964	2020	57	0.382	0.012046752	104.7543652
1160706	1	1600	LOVU	BEAULIEU ESTATE (TRIB. 3)(27661905)	ZA	-29.8425	30.268889	1	1069	1955	1973	19	18					1955	1973	19	0.007	0.000220752	220.752
1160707	1	1600	LOVU	BEAULIEU ESTATE (TRIB. 4)(27661906)	ZA	-29.846111	30.263889	0.3	1038	1962	1974	13	13					1962	1974	13	0.004	0.000126144	420.48
1160708	1	1600	ZWATENIRIVIER	HIGHLANDS (27661901)	ZA	-29.847222	30.235278	16	912	1949	2020	72	6					1949	2020	72	0.086	0.002712096	169.506
1160709	1	1600	MLAZI	NOOITGEDACHT (27662002)	ZA	-29.748889	30.316944	104	851	1981	2020	40	2					1981	2020	40	0.44	0.01387584	133.4215385
